AuthorId,ConfirmedPaperIds,DeletedPaperIds
2109799,26293 29699 36365 39036 50072 93846 113790 142274 208294 247666 250956 259447 274949 285748 286857 307412 313247 343005 414768 414930 423136 444818 477336 487416 513127 613827 625624 630602 645245 646366 651993 655122 656583 667879 689086 705900 726825 746534 753414 775951 778348 792186 802905 804016 817895 834335 873663 897201 908553 930489 935610 961867 972505 983882 999627 1002991 1055559 1076211 1105414 1260245 1270146 1313974 1338028 1355069 1387710 1389102 1393779 1466611 1472469 1551984 1580094 1585727 1613937 1660805 1669635 1712953 1721611 1735349 1755626 1786939 1788559 1788870 1789576 1804208 1826871 1838233 1838279 1870849 1883913 1894470 1906306 1914049 2066463 2088559 2115520 2120615 2152192 2176088 2238164 2256816,685660
2110474,2224563,1823168
2111582,69641 96419 146418 175262 181887 182307 192663 219083 259146 282513 291159 296027 320043 382179 435838 449306 490927 664580 666440 692270 732851 743916 784530 799113 848184 887683 902290 938954 954378 970356 977614 1050512 1052296 1101902 1151894 1167705 1179706 1242104 1301474 1389573 1413835 1430964 1553146 1611772 1629415 1705687 1733688 1787351 1835746 1875175 1924925 1932778 1956257 1978638 2006097 2052935 2098681 2151159 2167292 2211449 2251529 2259016,1056855 1766586 1900473 2244224 2249552
2111826,11266 42738 55102 66110 68413 76011 99548 105257 121921 145337 147444 171973 184044 196912 200590 202163 228352 244762 251058 277400 284165 292287 296736 359053 376059 398791 433701 451838 463670 468478 469869 484822 489260 494043 506280 523277 525365 528817 556377 582996 592005 627662 635630 673699 677933 690827 703223 725858 730214 746055 766244 777068 815019 826572 827155 827587 837855 840550 849807 850171 873166 873243 886470 909411 917254 918260 924842 930660 934360 956319 961741 964654 968109 972818 1002601 1012055 1042315 1052691 1087497 1096442 1106271 1110940 1126092 1127634 1136248 1161205 1172223 1179138 1198147 1202045 1214479 1215770 1260138 1263932 1265715 1269159 1272779 1286347 1286674 1297145 1304778 1318769 1340970 1348065 1353222 1391634 1426134 1453707 1472975 1474338 1534600 1556733 1587825 1605924 1617255 1626035 1631037 1705628 1711691 1716872 1718133 1743371 1767201 1826721 1843884 1849609 1867549 1875318 1877913 1880852 1907836 1913012 1914909 1916592 1919391 1934219 1961870 1989318 1992840 1993897 2004999 2012158 2016430 2019472 2034139 2039498 2057646 2062240 2077315 2118093 2119098 2131581 2166131 2175557 2191119 2224874 2225524 2225839 2228116 2236355,5812 44428 50437 50730 58791 80363 90355 97338 104052 112709 116529 131404 138509 138752 144333 145078 145713 151671 153658 155003 164425 173539 179130 183637 183772 184665 213614 231294 232255 234440 236095 259417 259681 259928 299760 300742 308928 310960 320508 343245 358775 368418 373084 390881 395566 430145 431436 444599 445705 472887 477266 478630 487675 488897 489735 494582 509212 511154 536565 537254 551310 562821 564773 573295 583523 599680 602403 603844 605253 613724 629686 637321 658410 662458 662501 666385 667003 672973 687703 694568 699904 718419 724137 726216 738103 740401 746829 757360 781826 782047 789693 793966 800371 809431 827418 839996 850426 874156 876973 888768 900065 916606 919112 920281 928429 962658 972920 976932 980188 987227 987714 990112 997865 1004799 1005203 1017152 1020189 1020827 1023538 1030419 1035583 1044489 1046138 1047883 1051044 1051686 1059255 1072334 1076158 1092165 1098723 1105374 1115937 1161691 1164673 1181017 1186870 1205974 1210214 1219672 1223562 1223584 1230070 1238381 1240919 1244212 1248377 1256395 1261419 1268643 1279052 1280002 1283894 1288139 1296619 1299967 1310129 1312501 1328492 1340763 1346228 1356664 1361352 1366632 1370732 1373336 1384017 1392192 1403076 1403534 1408660 1419164 1448145 1451973 1453789 1459705 1466386 1469163 1474606 1484296 1486408 1487116 1494501 1506436 1519153 1521539 1528642 1531974 1536147 1538353 1550038 1552238 1558467 1569130 1570167 1570280 1571408 1573068 1576202 1587045 1598705 1612599 1619103 1620172 1629076 1635204 1642380 1646253 1646450 1662129 1677281 1679649 1686161 1713708 1728311 1731406 1743409 1743886 1773543 1777794 1781248 1791282 1805264 1808845 1822187 1826555 1862337 1867824 1868743 1875022 1926814 1929021 1937440 1964297 1969099 1988526 1992701 1993074 1997804 2001618 2004899 2010605 2016524 2017241 2017952 2022371 2032725 2062692 2067046 2082325 2088390 2088715 2089611 2096872 2104318 2119870 2121081 2132089 2137226 2137981 2142005 2142600 2146108 2166486 2167359 2168847 2196310 2196934 2231322 2238044 2244510 2256881
2112096,40264 53846 67269 93664 112299 112712 134324 142999 217166 219875 239932 244570 294023 315767 346588 357171 390078 409820 419753 423221 435445 437144 469156 471730 532507 537049 603334 660690 757005 789875 804064 868262 872154 887023 902250 910500 913961 916207 917280 931538 973042 1028326 1039162 1080343 1102177 1109015 1146807 1174041 1177404 1203953 1207273 1231321 1258937 1267464 1293057 1333857 1348274 1467562 1476056 1492518 1545895 1560433 1560548 1577114 1627256 1630051 1664695 1683878 1732101 1738997 1740216 1787981 1841008 1912349 1916687 1927373 1980397 2036655 2037084 2226175 2227368,355342 817431 1784261
2112256,54786 329332 550204 569183 601442 649858 686195 707037 738630 820279 839881 925091 928225 934774 968350 990115 1020971 1034597 1065440 1097047 1121334 1330890 1375248 1388112 1491014 1574357 1633177 1643966 1657055 1658844 1721115 1726636 1727950 1730084 1770318 1908723 2042164,839881 1220709
2112257,582313 2167301,582313 582313
2112527,18594 159557 228237 324014 381078 385519 402287 468109 486822 508168 548319 617942 693995 723030 783054 874347 890679 1157362 1241839 1343568 1503248 1541471 1577690 1633338 1682759 1710330 1713060 1849985 1974063 2009744 2014006 2083276 2119138 2239021,2803 11336 87834 95363 112695 127990 152353 195392 213886 224963 297365 338364 348562 349112 363350 369772 376386 421496 434383 448065 449981 482671 498262 498629 505875 520500 520958 532695 537854 593056 606155 608562 650679 678802 687611 699667 707042 713208 740194 746949 756374 779728 810220 839025 849038 850251 871660 886642 888207 914029 970585 1048533 1065459 1072475 1079854 1094394 1139166 1188060 1194238 1213799 1229107 1236809 1241738 1245373 1248383 1249487 1274460 1287432 1292833 1336185 1364532 1368361 1394831 1401381 1438753 1470295 1470815 1473674 1493531 1493791 1496027 1505165 1526419 1546390 1565646 1616565 1626012 1654039 1687733 1694573 1730873 1762066 1774951 1794196 1797454 1802862 1812103 1818053 1832297 1836321 1850763 1865189 1903202 1909937 1910903 1939626 1946076 1946758 1948982 1993333 2004547 2006304 2012782 2015982 2018063 2066374 2068494 2084272 2100790 2144618 2172595 2206493 2206837 2240106 2253481 2253788
2112833,3587 12040 35216 113436 239077 245658 296521 357946 410142 457996 475997 484933 570552 576520 577527 593644 596740 634194 634904 694115 744713 808019 819169 864813 865140 866546 964195 976874 979523 1027506 1027830 1054636 1105462 1119411 1121267 1127528 1135826 1161739 1205181 1251098 1252329 1279100 1300558 1318585 1324203 1324475 1349374 1352098 1455244 1468948 1472936 1501303 1519788 1614412 1622143 1622388 1643410 1648306 1649922 1672018 1695308 1711607 1722175 1759716 1770874 1786504 1793788 1795605 1796220 1803500 1833853 1846865 1883636 1884808 1914391 1945394 2002754 2140754 2156630 2181961 2222952 2251064,274820
2112938,488662 997582 998370 1037082 1128716 1760237,1802662
2113296,156755 299777 313794 418818 437067 445276 519145 1248932 1403556 1421584 2169244,977367
2113419,140083 199794 206647 276815 306045 350979 458987 472598 510865 558253 678219 943663 978867 988108 1041519 1102568 1247123 1305058 1307605 1471732 1736363 1806737 1807887 1847414 1873530 1913792 2038104 2080457 2217523,554571 1580335
2114024,209816 700286,209816
2114272,149726 246733 344174 386450 395549 424095 508802 596282 642279 663144 663384 689734 838709 1020328 1137393 1145041 1329581 1540710 1941814 2034423 2088787,663384 798566 1189630 1264695 1332177 1572407 2039669 2174419
2114565,61296 166196 307966 416816 504584 980007 1085788 1220680 1609601 1785877 2030296 2103527 2127656 2188346 2198899,34211 66265 78114 94248 98720 121835 135772 149313 154189 204491 213482 220495 271481 283169 393212 471026 479021 501601 512082 572860 632661 635868 643792 669315 711830 736084 751141 798175 804896 807462 847752 910214 914369 955674 988774 997394 1022253 1037864 1063714 1072154 1089599 1109586 1113523 1149174 1262184 1274330 1286518 1330709 1365661 1384451 1432328 1448947 1451823 1490501 1527320 1561261 1610937 1655792 1741838 1780567 1789316 1829424 1872414 1892598 1910392 1918038 1929980 1991044 2068639 2168196 2227229 2253756
2115262,26619,68581 381780 668392 703415 915942 1011557 1980335 2059990
2115467,16098 27400 59788 269657 314854 568969 595317 625243 646610 649904 675400 783899 786271 796725 911003 939298 1082230 1156955 1165032 1181728 1269784 1338439 1477861 1522889 1529956 1607310 1639490 1850436 1889858 1929042 1933254 2010786 2032872 2062669 2084272 2124045 2125372 2169380 2196368 2235146,1644379
2115520,136442 190421 251826 388601 662863 736773 804199 875006 970669 1470535 1500479 1602697 1871757 1930968,104197 126258 277500 511169 603584 698267 761146 782898 855065 944657 996812 1172770 1194047 1324818 1572920 1848152 2018330 2036112 2251006
2115596,498874 965732 1912327,269936
2116097,718647 885978 1903356 2154464,302933 326235 699141 1411563 1591379 1780212
2116184,136490 682636,51313 153003 160735 288385 451603 499951 594286 873049 899811 967603 979248 1039034 1093226 1454875 1670955 1681319 2002707 2101259 2142494 2158978 2162412 2178799
2116556,890535,54990 571548 585786 1580175
2117053,28293 122885 150696 215331 289582 413627 430020 447883 538810 629368 750609 787660 812965 849900 928891 928913 986636 1021953 1140665 1288992 1298190 1362680 1515025 1549797 1695837 1797914 1800326 1869103 1945108 1987124 1992752 2075575 2144832 2187414 2236386,48642 189356 273669 277448 284560 407807 489230 533928 553987 571400 577195 756188 814456 814990 906928 963503 1031642 1070021 1121489 1145061 1212042 1213311 1224296 1268336 1285266 1339262 1340320 1604574 1730320 1788508 1868983 1873215 1879987 1890846 1916137 1948954 2017530 2087142 2143933
2117444,11376 71231 272627 339791 391988 456085 468183 515983 530658 541783 632501 652195 671417 693594 818549 889998 974986 1004197 1094152 1108996 1260497 1337390 1609781 1625401 1672788 1764638 1799535 1800784 1847600 1974779 1985255 2005822 2009633 2019877 2087660 2165468 2207090 2255649,93 1028 17977 18050 19121 25582 29306 33345 53570 54881 59335 67090 69258 72677 85419 96123 107339 132365 158717 159422 173758 175968 179234 183663 185039 188928 193353 209845 213459 213606 227421 227558 230242 233337 250873 270033 289011 299234 311853 317913 320217 321699 341064 368876 375986 392856 393038 414357 449959 453075 453520 462589 471963 480395 486807 493276 494679 516905 541917 545000 565713 577244 582890 589648 605114 611800 615982 618543 642840 645374 664247 679618 688176 706070 718408 719535 721373 734000 739576 739860 748059 769450 770930 772088 798140 816632 820145 825725 834840 841833 851207 855887 874732 885316 923366 938204 938934 960598 972334 975809 981131 981631 995619 1006757 1007746 1008319 1025804 1049368 1055581 1055609 1059635 1072844 1090659 1090875 1106839 1114803 1127535 1127702 1129809 1130784 1131207 1133459 1141529 1142469 1158579 1163098 1200791 1224839 1228440 1242747 1244632 1255802 1263937 1265419 1265557 1275169 1285203 1312127 1318978 1355507 1356460 1383757 1396290 1412380 1414423 1428320 1442128 1447448 1448591 1456315 1468141 1482446 1483871 1487937 1489602 1492391 1500769 1507703 1551210 1568353 1571391 1575856 1576728 1588250 1596219 1604948 1641933 1651705 1676231 1679720 1692209 1705967 1706998 1736333 1776926 1778118 1783641 1808622 1847556 1852904 1880007 1883011 1892039 1892596 1894631 1896019 1899365 1935484 1938310 1942232 1949892 1960717 1965879 1969584 1986676 2000926 2012964 2017374 2021426 2024759 2031566 2034586 2037837 2047796 2055497 2072839 2073576 2087310 2108312 2108831 2112859 2113488 2143541 2145627 2157807 2159965 2193063 2196912 2197801 2204931 2217635 2233303 2242169 2255818
2118358,166856 1774576,568246 618696
2119378,121056 145392 218341 385830 648034 661472 985753 1237111 1479612 1974083 2064647 2229307,1238779
2119497,398176 568204 1022452 1378729 1539941 1721253 1856884 2072427,939546 1627449
2120733,97873 668933 699681 741986 909727 1168434 1205224 1211458 1269168 1274759 1493217 2026647,69615 108424 387687 436886 782914 800783 850923 891047 967818 1087586 1091800 1114682 1136496 1225169 1280251 1299674 1317116 1448105 1505808 1614694 1704030 1704084 1745153 1905409 1924284 1997813 2111841 2114468 2115961 2121934 2199124 2207691 2234188
2121000,543711 2232177,543711 543711 873002 1232535 1835673 2035432 2191464 2232177 2232177
2121682,73824 295742 389223 479399 686871 727891 729996 785227 829218 908732 1051909 1087525 1118562 1273955 1345826 1399189 1400811 1639850 1833595 1932887 1937602 2026122 2115007,7282 42234 229398 390733 413665 419786 474760 831150 923534 1015774 1143896 1226331 1274620 1363699 1481976 1636883 1990086 2065867 2075202 2084448 2157220
2122211,71324 112341 147425 425703 528106 917609 1051073 1124613 1922927 1962997 1990230 2002974,1962997
2122990,230792 619489 720923 934171 1141271 1346727 1928537,2034273
2124129,1880086,1821395
2125407,555713 560974 679781 716532 936250 1021749 1148828 1404890 1476061 1722464 1781526 1849975 1963088 2162686,1056504
2125429,162153 167905 206694 226735 690182 690875 695140 1009147 1345637 1575828 1612442 1746976 1948401 2181886,68937 967222 1643456
2125924,8284 143172 153128 240155 292304 431372 494586 654946 696455 908049 948688 955163 1021184 1091099 1127623 1127668 1294778 1347392 1347627 1380460 1507341 1643814 1717596 1769837 1804259 1921327 2058434 2133598,2144754
2126295,1113601,763780 1024283
2126576,544726 2095421,833256
2126616,109996 202721 318371 360148 442784 525388 532769 805785 971283 1071055 1094822 1106910 1121237 1148232 1178416 1360529 1369089 1458671 1471131 1558566 1572881 1583075 1602875 1668599 1941452 1952094 2091806 2123249 2166401,108 9618 57849 58237 90790 97293 118469 121746 123531 128906 130977 131184 132249 142785 150114 158176 179098 179149 205833 246741 250355 250450 268477 274627 298168 300875 311648 316989 328498 345741 356422 368591 388384 401160 407411 419109 437743 444844 447129 474808 476042 493503 501683 527602 531540 538880 546350 588299 592621 594088 596311 620283 620654 640993 641012 651470 697282 717771 746731 753682 760654 767795 787820 789043 789261 791642 794093 811989 826132 827340 843920 860556 864187 877896 883239 891140 896930 901343 922915 924026 1018129 1123500 1139595 1155043 1162620 1225250 1240955 1245303 1280584 1334510 1341160 1348127 1367349 1391504 1437101 1461374 1500938 1507601 1518757 1522242 1535433 1539065 1545260 1553015 1570696 1584069 1589748 1589883 1603975 1619927 1627069 1642962 1643915 1671289 1686355 1687819 1698858 1701109 1701803 1726511 1742717 1764467 1766228 1782357 1802977 1804588 1814013 1814471 1847184 1856339 1862126 1887974 1897679 1905306 1909533 1914628 1925582 1931994 2004400 2011597 2022712 2037979 2039120 2047210 2051289 2057253 2087198 2094276 2124056 2124774 2129815 2138283 2163154 2167637 2167899 2185299 2189500 2206315 2208339 2233681 2245208 2254388 2255555
2127064,199737 278895 786348 1094808 1532802 1833125,14036 73990 584930 1682203 2087914
